;team;date;attaque;milieu;defense;budget_transfert
331;Toulouse Football Club FIFA 20;30 Septembre 2019 ;74;73;73;€8.000.000
332;RC Strasbourg Alsace FIFA 20;30 Septembre 2019 ;74;72;75;€8.000.000
333;Amiens SC FIFA 20;30 Septembre 2019 ;73;73;72;€5.500.000
334;FC Nantes FIFA 20;30 Septembre 2019 ;73;72;73;€7.000.000
335;Stade de Reims FIFA 20;30 Septembre 2019 ;72;74;72;€6.500.000
336;Football Club de Metz FIFA 20;30 Septembre 2019 ;73;71;73;€4.900.000
337;Stade Brestois 29 FIFA 20;30 Septembre 2019 ;73;72;71;€4.600.000
338;Dijon FCO FIFA 20;30 Septembre 2019 ;72;71;70;€4.300.000
339;Nîmes Olympique FIFA 20;30 Septembre 2019 ;71;70;71;€4.800.000
340;Paris Saint-Germain FIFA 20;22 Août 2019 ;87;84;82;€184.500.000
341;AS Monaco Football Club SA FIFA 20;22 Août 2019 ;83;79;75;€40.000.000
342;Olympique Lyonnais FIFA 20;22 Août 2019 ;80;80;77;€40.500.000
343;Olympique de Marseille FIFA 20;22 Août 2019 ;79;79;76;€18.000.000
344;AS Saint-Étienne FIFA 20;22 Août 2019 ;76;76;74;€11.000.000
345;LOSC FIFA 20;22 Août 2019 ;75;76;76;€14.500.000
346;Montpellier Hérault SC FIFA 20;22 Août 2019 ;75;74;75;€9.500.000
347;FC Girondins de Bordeaux FIFA 20;22 Août 2019 ;74;74;76;€12.000.000
348;Stade Rennais FC FIFA 20;22 Août 2019 ;74;75;74;€12.000.000
349;RC Strasbourg Alsace FIFA 20;22 Août 2019 ;74;73;75;€8.000.000
350;Angers SCO FIFA 20;22 Août 2019 ;73;74;74;€5.500.000
351;FC Nantes FIFA 20;22 Août 2019 ;73;74;73;€7.000.000
352;OGC Nice FIFA 20;22 Août 2019 ;71;75;76;€10.500.000
353;Toulouse Football Club FIFA 20;22 Août 2019 ;74;73;71;€8.000.000
354;Amiens SC FIFA 20;22 Août 2019 ;73;74;72;€5.500.000
355;Stade de Reims FIFA 20;22 Août 2019 ;70;72;72;€6.500.000
356;Stade Brestois 29 FIFA 20;22 Août 2019 ;74;71;71;€4.600.000
357;Football Club de Metz FIFA 20;22 Août 2019 ;72;71;73;€4.900.000
358;Nîmes Olympique FIFA 20;22 Août 2019 ;69;71;71;€4.800.000
359;Dijon FCO FIFA 20;22 Août 2019 ;70;71;70;€4.300.000
360;Paris Saint-Germain FIFA 19;18 Juillet 2019 ;88;85;82;€191.000.000
361;AS Monaco Football Club SA FIFA 19;18 Juillet 2019 ;82;78;77;€50.000.000
362;Olympique Lyonnais FIFA 19;18 Juillet 2019 ;78;81;78;€36.500.000
363;Olympique de Marseille FIFA 19;18 Juillet 2019 ;79;80;76;€21.000.000
364;AS Saint-Étienne FIFA 19;18 Juillet 2019 ;76;77;75;€9.500.000
365;LOSC FIFA 19;18 Juillet 2019 ;75;76;75;€10.500.000
366;Stade Rennais FC FIFA 19;18 Juillet 2019 ;77;75;75;€8.500.000
367;Montpellier Hérault SC FIFA 19;18 Juillet 2019 ;75;74;75;€7.000.000
368;OGC Nice FIFA 19;18 Juillet 2019 ;74;75;74;€8.500.000
369;FC Nantes FIFA 19;18 Juillet 2019 ;73;75;74;€7.000.000
370;FC Girondins de Bordeaux FIFA 19;18 Juillet 2019 ;75;74;73;€11.000.000
371;RC Strasbourg Alsace FIFA 19;18 Juillet 2019 ;74;74;75;€5.500.000
372;Stade de Reims FIFA 19;18 Juillet 2019 ;73;73;73;€5.000.000
373;Angers SCO FIFA 19;18 Juillet 2019 ;72;74;74;€4.700.000
374;Toulouse Football Club FIFA 19;18 Juillet 2019 ;75;71;73;€7.000.000
375;En Avant de Guingamp FIFA 19;18 Juillet 2019 ;74;74;73;€5.000.000
376;Nîmes Olympique FIFA 19;18 Juillet 2019 ;73;75;72;€4.100.000
377;Amiens SC FIFA 19;18 Juillet 2019 ;73;73;73;€3.900.000
378;Dijon FCO FIFA 19;18 Juillet 2019 ;73;72;71;€4.100.000
379;Stade Malherbe Caen FIFA 19;18 Juillet 2019 ;70;72;73;€5.500.000
380;Paris Saint-Germain FIFA 19;27 Juin 2019 ;88;85;82;€191.000.000
381;AS Monaco Football Club SA FIFA 19;27 Juin 2019 ;82;78;77;€50.000.000
382;Olympique Lyonnais FIFA 19;27 Juin 2019 ;78;81;78;€36.500.000
383;Olympique de Marseille FIFA 19;27 Juin 2019 ;79;80;76;€21.000.000
384;AS Saint-Étienne FIFA 19;27 Juin 2019 ;76;77;75;€9.500.000
385;LOSC FIFA 19;27 Juin 2019 ;75;76;75;€10.500.000
386;Stade Rennais FC FIFA 19;27 Juin 2019 ;77;75;75;€8.500.000
387;Montpellier Hérault SC FIFA 19;27 Juin 2019 ;75;74;75;€7.000.000
388;OGC Nice FIFA 19;27 Juin 2019 ;74;75;74;€8.500.000
389;FC Nantes FIFA 19;27 Juin 2019 ;73;75;74;€7.000.000
390;FC Girondins de Bordeaux FIFA 19;27 Juin 2019 ;75;73;74;€11.000.000
391;RC Strasbourg Alsace FIFA 19;27 Juin 2019 ;74;74;75;€5.500.000
392;Stade de Reims FIFA 19;27 Juin 2019 ;73;73;73;€5.000.000
393;Angers SCO FIFA 19;27 Juin 2019 ;72;74;74;€4.700.000
394;Toulouse Football Club FIFA 19;27 Juin 2019 ;75;71;73;€7.000.000
395;En Avant de Guingamp FIFA 19;27 Juin 2019 ;74;74;73;€5.000.000
396;Nîmes Olympique FIFA 19;27 Juin 2019 ;73;75;72;€4.100.000
397;Amiens SC FIFA 19;27 Juin 2019 ;73;73;73;€3.900.000
398;Dijon FCO FIFA 19;27 Juin 2019 ;73;72;71;€4.100.000
399;Stade Malherbe Caen FIFA 19;27 Juin 2019 ;70;72;73;€5.500.000
400;Paris Saint-Germain FIFA 19;30 Mai 2019 ;88;85;82;€191.000.000
401;AS Monaco Football Club SA FIFA 19;30 Mai 2019 ;82;78;77;€50.000.000
402;Olympique Lyonnais FIFA 19;30 Mai 2019 ;78;81;78;€36.500.000
403;Olympique de Marseille FIFA 19;30 Mai 2019 ;79;80;76;€21.000.000
404;AS Saint-Étienne FIFA 19;30 Mai 2019 ;76;77;75;€9.500.000
405;LOSC FIFA 19;30 Mai 2019 ;75;76;75;€10.500.000
406;Stade Rennais FC FIFA 19;30 Mai 2019 ;77;75;75;€8.500.000
407;Montpellier Hérault SC FIFA 19;30 Mai 2019 ;75;74;75;€7.000.000
408;OGC Nice FIFA 19;30 Mai 2019 ;74;75;74;€8.500.000
409;FC Nantes FIFA 19;30 Mai 2019 ;73;75;74;€7.000.000
410;FC Girondins de Bordeaux FIFA 19;30 Mai 2019 ;75;73;74;€11.000.000
411;RC Strasbourg Alsace FIFA 19;30 Mai 2019 ;74;74;75;€5.500.000
412;Stade de Reims FIFA 19;30 Mai 2019 ;73;73;73;€5.000.000
413;Angers SCO FIFA 19;30 Mai 2019 ;72;74;74;€4.700.000
414;Toulouse Football Club FIFA 19;30 Mai 2019 ;75;71;73;€7.000.000
415;En Avant de Guingamp FIFA 19;30 Mai 2019 ;74;74;73;€5.000.000
416;Nîmes Olympique FIFA 19;30 Mai 2019 ;73;75;72;€4.100.000
417;Amiens SC FIFA 19;30 Mai 2019 ;73;73;73;€3.900.000
418;Dijon FCO FIFA 19;30 Mai 2019 ;73;72;71;€4.100.000
419;Stade Malherbe Caen FIFA 19;30 Mai 2019 ;70;72;73;€5.500.000
420;Paris Saint-Germain FIFA 19;29 Avril 2019 ;88;85;82;€191.000.000
421;AS Monaco Football Club SA FIFA 19;29 Avril 2019 ;82;78;77;€50.000.000
422;Olympique Lyonnais FIFA 19;29 Avril 2019 ;80;80;78;€36.500.000
423;Olympique de Marseille FIFA 19;29 Avril 2019 ;79;80;76;€21.000.000
424;AS Saint-Étienne FIFA 19;29 Avril 2019 ;75;76;76;€9.500.000
425;Stade Rennais FC FIFA 19;29 Avril 2019 ;77;75;75;€8.500.000
426;LOSC FIFA 19;29 Avril 2019 ;75;76;75;€10.500.000
427;Montpellier Hérault SC FIFA 19;29 Avril 2019 ;75;74;75;€7.000.000
428;FC Nantes FIFA 19;29 Avril 2019 ;74;75;74;€7.000.000
429;OGC Nice FIFA 19;29 Avril 2019 ;72;75;76;€8.500.000
430;FC Girondins de Bordeaux FIFA 19;29 Avril 2019 ;75;74;74;€11.000.000
431;RC Strasbourg Alsace FIFA 19;29 Avril 2019 ;73;74;74;€5.500.000
432;Stade de Reims FIFA 19;29 Avril 2019 ;73;73;75;€5.000.000
433;Angers SCO FIFA 19;29 Avril 2019 ;72;74;74;€4.700.000
434;Toulouse Football Club FIFA 19;29 Avril 2019 ;75;71;73;€7.000.000
435;En Avant de Guingamp FIFA 19;29 Avril 2019 ;74;74;73;€5.000.000
436;Nîmes Olympique FIFA 19;29 Avril 2019 ;73;74;72;€4.100.000
437;Amiens SC FIFA 19;29 Avril 2019 ;73;73;73;€3.900.000
438;Dijon FCO FIFA 19;29 Avril 2019 ;73;72;71;€4.100.000
439;Stade Malherbe Caen FIFA 19;29 Avril 2019 ;73;71;73;€5.500.000
440;Paris Saint-Germain FIFA 19;28 Mars 2019 ;88;85;82;€191.000.000
441;AS Monaco Football Club SA FIFA 19;28 Mars 2019 ;81;78;76;€50.000.000
442;Olympique Lyonnais FIFA 19;28 Mars 2019 ;80;80;78;€36.500.000
443;Olympique de Marseille FIFA 19;28 Mars 2019 ;79;80;76;€21.000.000
444;AS Saint-Étienne FIFA 19;28 Mars 2019 ;75;76;75;€9.500.000
445;Stade Rennais FC FIFA 19;28 Mars 2019 ;76;76;74;€8.500.000
446;LOSC FIFA 19;28 Mars 2019 ;75;76;74;€10.500.000
447;Montpellier Hérault SC FIFA 19;28 Mars 2019 ;75;75;75;€7.000.000
448;FC Nantes FIFA 19;28 Mars 2019 ;74;75;75;€7.000.000
449;OGC Nice FIFA 19;28 Mars 2019 ;72;75;76;€8.500.000
450;FC Girondins de Bordeaux FIFA 19;28 Mars 2019 ;75;74;74;€11.000.000
451;Toulouse Football Club FIFA 19;28 Mars 2019 ;75;73;73;€7.000.000
452;Angers SCO FIFA 19;28 Mars 2019 ;73;74;74;€4.700.000
453;RC Strasbourg Alsace FIFA 19;28 Mars 2019 ;73;73;74;€5.500.000
454;En Avant de Guingamp FIFA 19;28 Mars 2019 ;75;74;73;€5.000.000
455;Amiens SC FIFA 19;28 Mars 2019 ;73;74;73;€3.900.000
456;Stade de Reims FIFA 19;28 Mars 2019 ;73;72;75;€5.000.000
457;Stade Malherbe Caen FIFA 19;28 Mars 2019 ;73;73;72;€5.500.000
458;Dijon FCO FIFA 19;28 Mars 2019 ;73;72;71;€4.100.000
459;Nîmes Olympique FIFA 19;28 Mars 2019 ;71;73;73;€4.100.000
460;Paris Saint-Germain FIFA 19;28 Février 2019 ;88;85;82;€191.000.000
461;AS Monaco Football Club SA FIFA 19;28 Février 2019 ;81;78;76;€50.000.000
462;Olympique Lyonnais FIFA 19;28 Février 2019 ;79;80;78;€36.500.000
463;Olympique de Marseille FIFA 19;28 Février 2019 ;79;80;75;€21.000.000
464;AS Saint-Étienne FIFA 19;28 Février 2019 ;75;76;75;€9.500.000
465;Stade Rennais FC FIFA 19;28 Février 2019 ;76;76;74;€8.500.000
466;LOSC FIFA 19;28 Février 2019 ;76;76;73;€10.500.000
467;Montpellier Hérault SC FIFA 19;28 Février 2019 ;75;75;75;€7.000.000
468;FC Nantes FIFA 19;28 Février 2019 ;74;75;75;€7.000.000
469;OGC Nice FIFA 19;28 Février 2019 ;72;75;76;€8.500.000
470;FC Girondins de Bordeaux FIFA 19;28 Février 2019 ;75;74;74;€11.000.000
471;RC Strasbourg Alsace FIFA 19;28 Février 2019 ;73;72;74;€5.500.000
472;Toulouse Football Club FIFA 19;28 Février 2019 ;75;73;73;€7.000.000
473;En Avant de Guingamp FIFA 19;28 Février 2019 ;74;74;73;€5.000.000
474;Angers SCO FIFA 19;28 Février 2019 ;74;73;74;€4.700.000
475;Amiens SC FIFA 19;28 Février 2019 ;73;73;73;€3.900.000
476;Stade de Reims FIFA 19;28 Février 2019 ;73;72;74;€5.000.000
477;Stade Malherbe Caen FIFA 19;28 Février 2019 ;73;73;71;€5.500.000
478;Dijon FCO FIFA 19;28 Février 2019 ;72;72;71;€4.100.000
479;Nîmes Olympique FIFA 19;28 Février 2019 ;71;72;72;€4.100.000
480;Paris Saint-Germain FIFA 19;31 Janvier 2019 ;88;85;81;€191.000.000
481;AS Monaco Football Club SA FIFA 19;31 Janvier 2019 ;81;78;77;€50.000.000
482;Olympique de Marseille FIFA 19;31 Janvier 2019 ;79;80;78;€21.000.000
483;Olympique Lyonnais FIFA 19;31 Janvier 2019 ;79;80;78;€36.500.000
484;AS Saint-Étienne FIFA 19;31 Janvier 2019 ;75;76;76;€9.500.000
485;Stade Rennais FC FIFA 19;31 Janvier 2019 ;76;76;74;€8.500.000
486;LOSC FIFA 19;31 Janvier 2019 ;75;76;73;€10.500.000
487;Montpellier Hérault SC FIFA 19;31 Janvier 2019 ;75;75;75;€7.000.000
488;OGC Nice FIFA 19;31 Janvier 2019 ;73;74;76;€8.500.000
489;FC Nantes FIFA 19;31 Janvier 2019 ;73;74;75;€7.000.000
490;FC Girondins de Bordeaux FIFA 19;31 Janvier 2019 ;75;74;74;€11.000.000
491;Toulouse Football Club FIFA 19;31 Janvier 2019 ;75;73;73;€7.000.000
492;RC Strasbourg Alsace FIFA 19;31 Janvier 2019 ;73;72;74;€5.500.000
493;En Avant de Guingamp FIFA 19;31 Janvier 2019 ;75;74;73;€5.000.000
494;Amiens SC FIFA 19;31 Janvier 2019 ;74;72;73;€3.900.000
495;Angers SCO FIFA 19;31 Janvier 2019 ;73;73;74;€4.700.000
496;Dijon FCO FIFA 19;31 Janvier 2019 ;73;73;71;€4.100.000
497;Stade de Reims FIFA 19;31 Janvier 2019 ;73;71;74;€5.000.000
498;Stade Malherbe Caen FIFA 19;31 Janvier 2019 ;71;73;73;€5.500.000
499;Nîmes Olympique FIFA 19;31 Janvier 2019 ;70;71;70;€4.100.000
500;Paris Saint-Germain FIFA 19;27 Décembre 2018 ;88;85;81;€191.000.000
501;Olympique Lyonnais FIFA 19;27 Décembre 2018 ;84;80;77;€36.500.000
502;Olympique de Marseille FIFA 19;27 Décembre 2018 ;77;80;78;€21.000.000
503;AS Monaco Football Club SA FIFA 19;27 Décembre 2018 ;81;78;77;€50.000.000
504;AS Saint-Étienne FIFA 19;27 Décembre 2018 ;76;75;76;€9.500.000
505;OGC Nice FIFA 19;27 Décembre 2018 ;76;75;76;€8.500.000
506;FC Girondins de Bordeaux FIFA 19;27 Décembre 2018 ;75;75;74;€11.000.000
507;FC Nantes FIFA 19;27 Décembre 2018 ;75;74;75;€7.000.000
508;Stade Rennais FC FIFA 19;27 Décembre 2018 ;73;76;74;€8.500.000
509;LOSC FIFA 19;27 Décembre 2018 ;78;74;73;€10.500.000
510;Montpellier Hérault SC FIFA 19;27 Décembre 2018 ;74;74;76;€7.000.000
511;Amiens SC FIFA 19;27 Décembre 2018 ;75;73;74;€3.900.000
512;Dijon FCO FIFA 19;27 Décembre 2018 ;75;72;72;€4.100.000
513;En Avant de Guingamp FIFA 19;27 Décembre 2018 ;73;74;74;€5.000.000
514;Stade Malherbe Caen FIFA 19;27 Décembre 2018 ;73;73;73;€5.500.000
515;Toulouse Football Club FIFA 19;27 Décembre 2018 ;72;74;72;€7.000.000
516;Angers SCO FIFA 19;27 Décembre 2018 ;72;73;74;€4.700.000
517;RC Strasbourg Alsace FIFA 19;27 Décembre 2018 ;72;72;74;€5.500.000
518;Stade de Reims FIFA 19;27 Décembre 2018 ;73;71;72;€5.000.000
519;Nîmes Olympique FIFA 19;27 Décembre 2018 ;70;72;69;€4.100.000
520;Paris Saint-Germain FIFA 19;26 Novembre 2018 ;89;85;82;€191.000.000
521;Olympique Lyonnais FIFA 19;26 Novembre 2018 ;83;80;77;€36.500.000
522;Olympique de Marseille FIFA 19;26 Novembre 2018 ;77;80;78;€21.000.000
523;AS Monaco Football Club SA FIFA 19;26 Novembre 2018 ;82;77;77;€50.000.000
524;AS Saint-Étienne FIFA 19;26 Novembre 2018 ;76;75;76;€9.500.000
525;OGC Nice FIFA 19;26 Novembre 2018 ;78;75;74;€8.500.000
526;FC Nantes FIFA 19;26 Novembre 2018 ;75;74;75;€7.000.000
527;FC Girondins de Bordeaux FIFA 19;26 Novembre 2018 ;75;74;73;€11.000.000
528;Stade Rennais FC FIFA 19;26 Novembre 2018 ;73;76;74;€8.500.000
529;LOSC FIFA 19;26 Novembre 2018 ;78;74;73;€10.500.000
530;En Avant de Guingamp FIFA 19;26 Novembre 2018 ;76;74;74;€5.000.000
531;Montpellier Hérault SC FIFA 19;26 Novembre 2018 ;74;74;76;€7.000.000
532;Toulouse Football Club FIFA 19;26 Novembre 2018 ;72;74;73;€7.000.000
533;Dijon FCO FIFA 19;26 Novembre 2018 ;75;72;72;€4.100.000
534;Stade Malherbe Caen FIFA 19;26 Novembre 2018 ;73;73;73;€5.500.000
535;Angers SCO FIFA 19;26 Novembre 2018 ;72;73;74;€4.700.000
536;RC Strasbourg Alsace FIFA 19;26 Novembre 2018 ;72;72;73;€5.500.000
537;Amiens SC FIFA 19;26 Novembre 2018 ;70;73;73;€3.900.000
538;Stade de Reims FIFA 19;26 Novembre 2018 ;73;71;72;€5.000.000
539;Nîmes Olympique FIFA 19;26 Novembre 2018 ;70;70;69;€4.100.000
540;Paris Saint-Germain FIFA 19;31 Octobre 2018 ;89;85;82;€191.000.000
541;Olympique Lyonnais FIFA 19;31 Octobre 2018 ;83;80;77;€36.500.000
542;Olympique de Marseille FIFA 19;31 Octobre 2018 ;77;80;78;€21.000.000
543;AS Monaco Football Club SA FIFA 19;31 Octobre 2018 ;82;77;77;€50.000.000
544;AS Saint-Étienne FIFA 19;31 Octobre 2018 ;74;76;76;€9.500.000
545;OGC Nice FIFA 19;31 Octobre 2018 ;78;75;74;€8.500.000
546;FC Nantes FIFA 19;31 Octobre 2018 ;75;74;75;€7.000.000
547;FC Girondins de Bordeaux FIFA 19;31 Octobre 2018 ;75;74;74;€11.000.000
548;Stade Rennais FC FIFA 19;31 Octobre 2018 ;73;77;74;€8.500.000
549;LOSC FIFA 19;31 Octobre 2018 ;78;74;73;€10.500.000
550;En Avant de Guingamp FIFA 19;31 Octobre 2018 ;76;74;74;€5.000.000
551;Montpellier Hérault SC FIFA 19;31 Octobre 2018 ;73;73;76;€7.000.000
552;Toulouse Football Club FIFA 19;31 Octobre 2018 ;72;74;73;€7.000.000
553;Dijon FCO FIFA 19;31 Octobre 2018 ;75;72;72;€4.100.000
554;Stade Malherbe Caen FIFA 19;31 Octobre 2018 ;73;73;73;€5.500.000
555;RC Strasbourg Alsace FIFA 19;31 Octobre 2018 ;72;72;73;€5.500.000
556;Angers SCO FIFA 19;31 Octobre 2018 ;71;73;74;€4.700.000
557;Amiens SC FIFA 19;31 Octobre 2018 ;70;74;73;€3.900.000
558;Stade de Reims FIFA 19;31 Octobre 2018 ;73;71;72;€5.000.000
559;Nîmes Olympique FIFA 19;31 Octobre 2018 ;70;70;69;€4.100.000
560;Paris Saint-Germain FIFA 19;27 Septembre 2018 ;86;84;82;€191.000.000
561;Olympique de Marseille FIFA 19;27 Septembre 2018 ;78;81;77;€21.000.000
562;AS Monaco Football Club SA FIFA 19;27 Septembre 2018 ;82;77;77;€50.000.000
563;Olympique Lyonnais FIFA 19;27 Septembre 2018 ;81;80;77;€36.500.000
564;AS Saint-Étienne FIFA 19;27 Septembre 2018 ;74;76;76;€9.500.000
565;OGC Nice FIFA 19;27 Septembre 2018 ;78;75;74;€8.500.000
566;FC Nantes FIFA 19;27 Septembre 2018 ;77;74;75;€7.000.000
567;Stade Rennais FC FIFA 19;27 Septembre 2018 ;73;77;74;€8.500.000
568;Montpellier Hérault SC FIFA 19;27 Septembre 2018 ;73;73;76;€7.000.000
569;En Avant de Guingamp FIFA 19;27 Septembre 2018 ;76;74;74;€5.000.000
570;FC Girondins de Bordeaux FIFA 19;27 Septembre 2018 ;75;74;74;€11.000.000
571;Toulouse Football Club FIFA 19;27 Septembre 2018 ;71;74;73;€7.000.000
572;LOSC FIFA 19;27 Septembre 2018 ;75;73;73;€10.500.000
573;Dijon FCO FIFA 19;27 Septembre 2018 ;75;72;72;€4.100.000
574;Amiens SC FIFA 19;27 Septembre 2018 ;74;73;73;€3.900.000
575;Stade Malherbe Caen FIFA 19;27 Septembre 2018 ;73;73;73;€5.500.000
576;Angers SCO FIFA 19;27 Septembre 2018 ;71;73;74;€4.700.000
577;RC Strasbourg Alsace FIFA 19;27 Septembre 2018 ;71;72;73;€5.500.000
578;Stade de Reims FIFA 19;27 Septembre 2018 ;73;70;72;€5.000.000
579;Nîmes Olympique FIFA 19;27 Septembre 2018 ;70;71;68;€4.100.000
580;Paris Saint-Germain FIFA 19;21 Août 2018 ;88;83;83;€191.000.000
581;Olympique Lyonnais FIFA 19;21 Août 2018 ;80;80;78;€36.500.000
582;AS Monaco Football Club SA FIFA 19;21 Août 2018 ;82;77;77;€50.000.000
583;Olympique de Marseille FIFA 19;21 Août 2018 ;78;80;77;€21.000.000
584;OGC Nice FIFA 19;21 Août 2018 ;76;76;74;€8.500.000
585;AS Saint-Étienne FIFA 19;21 Août 2018 ;74;76;76;€9.500.000
586;Stade Rennais FC FIFA 19;21 Août 2018 ;74;75;74;€8.500.000
587;LOSC FIFA 19;21 Août 2018 ;78;72;71;€10.500.000
588;En Avant de Guingamp FIFA 19;21 Août 2018 ;76;74;73;€5.000.000
589;FC Girondins de Bordeaux FIFA 19;21 Août 2018 ;75;73;74;€11.000.000
590;FC Nantes FIFA 19;21 Août 2018 ;74;74;74;€7.000.000
591;Montpellier Hérault SC FIFA 19;21 Août 2018 ;73;73;75;€7.000.000
592;Toulouse Football Club FIFA 19;21 Août 2018 ;69;74;72;€7.000.000
593;Dijon FCO FIFA 19;21 Août 2018 ;73;74;71;€4.100.000
594;Angers SCO FIFA 19;21 Août 2018 ;72;74;74;€4.700.000
595;Amiens SC FIFA 19;21 Août 2018 ;76;72;73;€3.900.000
596;Stade Malherbe Caen FIFA 19;21 Août 2018 ;72;73;73;€5.500.000
597;RC Strasbourg Alsace FIFA 19;21 Août 2018 ;70;71;73;€5.500.000
598;Stade de Reims FIFA 19;21 Août 2018 ;70;70;71;€5.000.000
599;Nîmes Olympique FIFA 19;21 Août 2018 ;71;70;68;€4.100.000
600;Paris Saint-Germain FIFA 18;26 Juillet 2018 ;86;82;82;€130.000.000
601;AS Monaco Football Club SA FIFA 18;26 Juillet 2018 ;80;81;78;€35.000.000
602;Olympique Lyonnais FIFA 18;26 Juillet 2018 ;80;78;77;€24.000.000
603;Olympique de Marseille FIFA 18;26 Juillet 2018 ;78;79;77;€14.000.000
604;OGC Nice FIFA 18;26 Juillet 2018 ;78;77;76;€9.500.000
605;AS Saint-Etienne FIFA 18;26 Juillet 2018 ;75;75;76;€9.500.000
606;Girondins de Bordeaux FIFA 18;26 Juillet 2018 ;76;75;74;€9.000.000
607;En Avant de Guingamp FIFA 18;26 Juillet 2018 ;78;74;73;€2.000.000
608;Stade Rennais FC FIFA 18;26 Juillet 2018 ;76;74;74;€7.500.000
609;FC Nantes FIFA 18;26 Juillet 2018 ;74;72;76;€5.500.000
610;Toulouse Football Club FIFA 18;26 Juillet 2018 ;73;74;74;€6.000.000
611;Montpellier Hérault SC FIFA 18;26 Juillet 2018 ;73;73;74;€6.000.000
612;LOSC Lille FIFA 18;26 Juillet 2018 ;71;74;72;€10.500.000
613;Angers SCO FIFA 18;26 Juillet 2018 ;75;73;73;€3.500.000
614;Amiens SC Football FIFA 18;26 Juillet 2018 ;75;73;72;€2.000.000
615;Stade Malherbe Caen FIFA 18;26 Juillet 2018 ;73;73;74;€4.000.000
616;Dijon FCO FIFA 18;26 Juillet 2018 ;72;73;70;€2.000.000
617;RC Strasbourg FIFA 18;26 Juillet 2018 ;70;73;71;€2.000.000
618;Football Club de Metz FIFA 18;26 Juillet 2018 ;69;73;72;€2.000.000
619;ESTAC Troyes FIFA 18;26 Juillet 2018 ;73;70;68;€2.200.000
620;Paris Saint-Germain FIFA 18;14 Juin 2018 ;86;82;82;€130.000.000
621;AS Monaco Football Club SA FIFA 18;14 Juin 2018 ;80;81;78;€35.000.000
622;Olympique Lyonnais FIFA 18;14 Juin 2018 ;80;78;77;€24.000.000
623;Olympique de Marseille FIFA 18;14 Juin 2018 ;78;79;77;€14.000.000
624;OGC Nice FIFA 18;14 Juin 2018 ;78;77;76;€9.500.000
625;AS Saint-Etienne FIFA 18;14 Juin 2018 ;75;75;76;€9.500.000
626;Girondins de Bordeaux FIFA 18;14 Juin 2018 ;76;75;74;€9.000.000
627;En Avant de Guingamp FIFA 18;14 Juin 2018 ;78;74;73;€2.000.000
628;Stade Rennais FC FIFA 18;14 Juin 2018 ;76;74;74;€7.500.000
629;FC Nantes FIFA 18;14 Juin 2018 ;74;72;76;€5.500.000
630;Toulouse Football Club FIFA 18;14 Juin 2018 ;73;74;74;€6.000.000
631;Montpellier Hérault SC FIFA 18;14 Juin 2018 ;73;73;74;€6.000.000
632;LOSC Lille FIFA 18;14 Juin 2018 ;71;74;72;€10.500.000
633;Angers SCO FIFA 18;14 Juin 2018 ;75;73;73;€3.500.000
634;Amiens SC Football FIFA 18;14 Juin 2018 ;75;73;72;€2.000.000
635;Stade Malherbe Caen FIFA 18;14 Juin 2018 ;73;73;74;€4.000.000
636;Dijon FCO FIFA 18;14 Juin 2018 ;72;73;70;€2.000.000
637;RC Strasbourg FIFA 18;14 Juin 2018 ;70;73;71;€2.000.000
638;Football Club de Metz FIFA 18;14 Juin 2018 ;69;73;72;€2.000.000
639;ESTAC Troyes FIFA 18;14 Juin 2018 ;73;70;68;€2.200.000
640;Paris Saint-Germain FIFA 18;31 Mai 2018 ;86;82;82;€130.000.000
641;AS Monaco Football Club SA FIFA 18;31 Mai 2018 ;80;81;78;€35.000.000
642;Olympique Lyonnais FIFA 18;31 Mai 2018 ;80;78;77;€24.000.000
643;Olympique de Marseille FIFA 18;31 Mai 2018 ;78;79;77;€14.000.000
644;OGC Nice FIFA 18;31 Mai 2018 ;78;77;76;€9.500.000
645;AS Saint-Etienne FIFA 18;31 Mai 2018 ;75;75;76;€9.500.000
646;Girondins de Bordeaux FIFA 18;31 Mai 2018 ;76;75;74;€9.000.000
647;En Avant de Guingamp FIFA 18;31 Mai 2018 ;78;74;73;€2.000.000
648;Stade Rennais FC FIFA 18;31 Mai 2018 ;76;74;74;€7.500.000
649;FC Nantes FIFA 18;31 Mai 2018 ;74;72;76;€5.500.000
650;Toulouse Football Club FIFA 18;31 Mai 2018 ;73;74;74;€6.000.000
651;Montpellier Hérault SC FIFA 18;31 Mai 2018 ;73;73;74;€6.000.000
652;LOSC Lille FIFA 18;31 Mai 2018 ;71;74;72;€10.500.000
653;Angers SCO FIFA 18;31 Mai 2018 ;75;73;73;€3.500.000
654;Amiens SC Football FIFA 18;31 Mai 2018 ;75;73;72;€2.000.000
655;Stade Malherbe Caen FIFA 18;31 Mai 2018 ;73;73;74;€4.000.000
656;Dijon FCO FIFA 18;31 Mai 2018 ;72;73;70;€2.000.000
657;RC Strasbourg FIFA 18;31 Mai 2018 ;70;73;71;€2.000.000
658;Football Club de Metz FIFA 18;31 Mai 2018 ;69;73;72;€2.000.000
659;ESTAC Troyes FIFA 18;31 Mai 2018 ;73;70;68;€2.200.000
660;Paris Saint-Germain FIFA 18;30 Avril 2018 ;87;83;82;€130.000.000
661;AS Monaco Football Club SA FIFA 18;30 Avril 2018 ;82;81;77;€35.000.000
