;player;club;date;taille;poid;meilleur_pied;age;valeur;salaire;controles;dribbles;marquage;tacle_glisse;tacle_debout;engagement;reactivite;placement;intercept;vista;discipline;passe_centre;passe_courte;passe_longue;phy_acceleration;phy_endurance;phy_force; phy_equilibre;phy_vitesse;phy_agilite;phy_detente;tir_tete;tir_frappe;tir_finition;tir_loin;tir_effet;tir_precision;tir_penalty;tir_volee;gardien_placement;gardien_plongeon;gardien_main;gardien_pied;gardien_reflexe;phy_equilibre
0;Guy Demel;Borussia Dortmund;8 Octobre 2004 ;191 cm;83 kg;Droit;23;;;58;63;65;70;;74;60;;;;57;65;35;67;35;71;72;;69;;;68;67;;;;60;;;27;;27;;21;64
0;Christian Fiedler;Hertha Berlin;8 Octobre 2004 ;180 cm;76 kg;Gauche;29;;;35;35;23;35;;42;62;;;;51;35;35;20;44;48;55;;40;;;35;35;;;;35;;;73;;76;;86;44
0;Arne Friedrich;Hertha Berlin;8 Octobre 2004 ;185 cm;78 kg;Droit;25;;;78;78;90;89;;74;73;;;;61;80;75;76;79;84;80;;83;;;86;81;;;;69;;;35;;25;;31;67
0;Josip Simunic;Hertha Berlin;8 Octobre 2004 ;195 cm;89 kg;Gauche;26;;;58;36;80;83;;68;71;;;;57;68;64;70;64;74;76;;71;;;84;69;;;;57;;;34;;24;;30;68
0;Dick van Burik;Hertha Berlin;8 Octobre 2004 ;186 cm;80 kg;Gauche;30;;;65;34;76;77;;69;72;;;;56;55;73;74;62;74;80;;69;;;80;71;;;;58;;;33;;32;;34;62
0;Michael Hartmann;Hertha Berlin;8 Octobre 2004 ;173 cm;73 kg;Gauche;30;;;79;77;71;80;;70;68;;;;65;80;77;75;84;80;64;;86;;;34;72;;;;69;;;30;;26;;21;61
0;Pal Dárdai;Hertha Berlin;8 Octobre 2004 ;179 cm;77 kg;Gauche;28;;;70;66;72;79;;82;78;;;;55;71;81;78;75;77;83;;77;;;77;84;;;;75;;;20;;31;;26;79
0;Thorben Marx;Hertha Berlin;8 Octobre 2004 ;182 cm;79 kg;Droit;23;;;72;73;60;78;;64;63;;;;61;78;80;79;78;71;73;;82;;;72;76;;;;77;;;33;;30;;35;68
0;Gilberto;Hertha Berlin;8 Octobre 2004 ;180 cm;78 kg;Gauche;28;;;86;84;66;64;;60;76;;;;65;93;84;81;80;75;69;;86;;;47;78;;;;76;;;33;;22;;24;83
0;Marcelinho;Hertha Berlin;8 Octobre 2004 ;174 cm;68 kg;Gauche;29;;;93;90;22;36;;67;81;;;;54;87;88;78;86;73;55;;83;;;37;83;;;;89;;;28;;26;;28;66
0;Fredi Bobic;Hertha Berlin;8 Octobre 2004 ;188 cm;82 kg;Droit;32;;;81;73;53;50;;90;85;;;;55;63;80;67;78;85;86;;83;;;86;87;;;;85;;;29;;27;;29;77
0;Artur Wichniarek;Hertha Berlin;8 Octobre 2004 ;183 cm;78 kg;Droit;27;;;78;72;20;49;;77;71;;;;73;61;65;55;80;78;72;;83;;;64;79;;;;83;;;32;;29;;28;71
0;Zecke;Hertha Berlin;8 Octobre 2004 ;178 cm;72 kg;Gauche;29;;;80;80;55;76;;84;76;;;;59;81;74;71;84;70;71;;85;;;46;73;;;;80;;;25;;22;;34;71
0;Yildiray Bastürk;Hertha Berlin;8 Octobre 2004 ;168 cm;65 kg;Droit;25;;;91;88;43;58;;80;78;;;;58;87;87;81;88;61;57;;85;;;34;70;;;;75;;;32;;36;;23;81
0;Niko Kovac;Hertha Berlin;8 Octobre 2004 ;176 cm;72 kg;Droit;32;;;72;58;81;78;;91;76;;;;51;66;74;81;71;84;84;;78;;;81;82;;;;78;;;30;;29;;24;75
0;Giuseppe Reina;Hertha Berlin;8 Octobre 2004 ;178 cm;75 kg;Droit;32;;;82;81;33;44;;70;70;;;;54;78;68;62;83;66;70;;84;;;46;74;;;;75;;;36;;21;;27;60
0;Gerhard Tremmel;Hertha Berlin;8 Octobre 2004 ;190 cm;86 kg;Droit;25;;;25;35;24;35;;40;53;;;;57;35;35;24;35;40;70;;35;;;35;35;;;;35;;;68;;71;;72;30
0;Nando Rafael;Hertha Berlin;8 Octobre 2004 ;180 cm;75 kg;Droit;20;;;65;70;22;47;;70;66;;;;62;60;67;53;81;67;70;;84;;;57;72;;;;75;;;24;;35;;21;69
0;Alexander Madlung;Hertha Berlin;8 Octobre 2004 ;193 cm;87 kg;Droit;22;;;49;37;72;75;;78;68;;;;64;60;60;69;66;73;81;;72;;;86;73;;;;62;;;28;;31;;35;67
0;Alexander Mladenov;Hertha Berlin;8 Octobre 2004 ;180 cm;75 kg;Gauche;22;;;72;70;28;49;;70;67;;;;57;63;67;64;78;69;64;;80;;;38;62;;;;60;;;20;;20;;30;59
0;Andreas Schmidt;Hertha Berlin;8 Octobre 2004 ;182 cm;75 kg;Gauche;31;;;65;42;77;75;;67;66;;;;66;57;68;67;69;78;77;;76;;;74;70;;;;55;;;36;;35;;36;65
0;Malik Fathi;Hertha Berlin;8 Octobre 2004 ;185 cm;85 kg;Gauche;20;;;65;59;76;79;;68;70;;;;63;70;71;70;77;72;74;;80;;;73;71;;;;64;;;29;;24;;20;72
0;Sofian Chahed;Hertha Berlin;8 Octobre 2004 ;178 cm;73 kg;Droit;21;;;68;69;70;71;;66;62;;;;56;71;69;66;81;76;76;;84;;;55;60;;;;53;;;20;;27;;34;64
0;Marco Rehmer;Hertha Berlin;8 Octobre 2004 ;187 cm;85 kg;Droit;32;;;64;37;80;80;;81;64;;;;57;65;63;78;76;79;84;;77;;;84;74;;;;53;;;34;;24;;21;66
0;Oliver Schröder;Hertha Berlin;8 Octobre 2004 ;184 cm;82 kg;Droit;24;;;70;58;70;75;;74;65;;;;57;69;69;66;73;67;73;;76;;;75;69;;;;64;;;31;;30;;23;69
0;Dennis Cagara;Hertha Berlin;8 Octobre 2004 ;175 cm;68 kg;Gauche;19;;;79;74;73;79;;67;76;;;;72;77;72;68;82;61;59;;84;;;55;68;;;;64;;;25;;25;;24;72
0;Simon Jentzsch;VfL Wolfsbourg;8 Octobre 2004 ;196 cm;95 kg;Droit;28;;;35;35;27;35;;30;48;;;;59;35;35;22;35;44;83;;35;;;35;35;;;;35;;;78;;81;;79;43
0;Thomas Rytter;VfL Wolfsbourg;8 Octobre 2004 ;180 cm;73 kg;Droit;30;;;62;62;80;74;;70;75;;;;48;69;69;74;76;77;70;;81;;;72;68;;;;48;;;28;;26;;25;63
0;Facundo Quiroga;VfL Wolfsbourg;8 Octobre 2004 ;178 cm;76 kg;Droit;26;;;69;54;88;89;;70;67;;;;81;49;76;77;76;76;70;;81;;;80;72;;;;56;;;20;;25;;30;66
0;Kevin Hofland;VfL Wolfsbourg;8 Octobre 2004 ;185 cm;78 kg;Gauche;25;;;74;49;82;85;;77;74;;;;52;54;79;74;71;78;82;;81;;;87;78;;;;56;;;28;;21;;35;69
0;Patrick Weiser;VfL Wolfsbourg;8 Octobre 2004 ;181 cm;74 kg;Gauche;32;;;64;68;74;72;;70;72;;;;52;75;70;77;81;76;71;;81;;;60;77;;;;66;;;27;;25;;26;69
0;Pablo Thiam;VfL Wolfsbourg;8 Octobre 2004 ;186 cm;74 kg;Droit;30;;;71;69;73;80;;75;72;;;;67;70;72;79;72;75;80;;77;;;81;76;;;;68;;;33;;29;;20;66
0;Marian Hristov;VfL Wolfsbourg;8 Octobre 2004 ;190 cm;88 kg;Gauche;31;;;82;73;69;81;;74;77;;;;58;71;79;84;59;76;86;;73;;;86;88;;;;78;;;35;;33;;27;65
0;Andrés D'Alessandro;VfL Wolfsbourg;8 Octobre 2004 ;174 cm;68 kg;Gauche;23;;;89;90;54;45;;85;86;;;;80;88;93;75;89;79;58;;85;;;32;62;;;;85;;;24;;36;;33;84
0;Thomas Brdaric;VfL Wolfsbourg;8 Octobre 2004 ;185 cm;78 kg;Droit;29;;;82;83;30;51;;65;72;;;;55;72;76;58;84;74;64;;88;;;74;78;;;;85;;;20;;27;;33;72
0;Martin Petrov;VfL Wolfsbourg;8 Octobre 2004 ;180 cm;76 kg;Gauche;25;;;79;81;21;45;;75;77;;;;52;82;83;81;89;78;66;;92;;;49;90;;;;77;;;30;;30;;30;68
0;Diego Klimowicz;VfL Wolfsbourg;8 Octobre 2004 ;191 cm;90 kg;Gauche;30;;;79;70;26;41;;61;66;;;;56;58;68;51;73;74;79;;78;;;86;85;;;;83;;;32;;34;;26;78
0;Marko Topic;VfL Wolfsbourg;8 Octobre 2004 ;182 cm;80 kg;Droit;28;;;72;67;21;40;;56;62;;;;56;59;64;56;81;73;78;;81;;;70;80;;;;71;;;23;;29;;34;68
0;Miroslav Karhan;VfL Wolfsbourg;8 Octobre 2004 ;189 cm;85 kg;Droit;28;;;78;54;81;87;;74;78;;;;56;65;78;85;66;85;90;;72;;;89;86;;;;72;;;23;;30;;21;62
0;Juan Carlos Menseguez;VfL Wolfsbourg;8 Octobre 2004 ;174 cm;68 kg;Droit;20;;;81;82;20;41;;50;65;;;;57;79;72;65;84;72;66;;88;;;33;74;;;;79;;;29;;34;;35;57
0;Stefan Schnoor;VfL Wolfsbourg;8 Octobre 2004 ;183 cm;82 kg;Gauche;33;;;43;31;83;86;;68;65;;;;59;65;72;85;65;78;81;;74;;;84;85;;;;74;;;30;;27;;25;61
0;André Lenz;VfL Wolfsbourg;8 Octobre 2004 ;189 cm;88 kg;Droit;30;;;28;35;30;35;;50;61;;;;55;35;35;28;35;30;59;;35;;;35;35;;;;35;;;72;;74;;73;44
0;Patrick Platins;VfL Wolfsbourg;8 Octobre 2004 ;190 cm;82 kg;Droit;21;;;24;35;28;35;;51;52;;;;53;35;35;28;35;30;50;;35;;;35;35;;;;35;;;57;;60;;71;43
0;Oscar Ahumada;VfL Wolfsbourg;8 Octobre 2004 ;172 cm;69 kg;Gauche;22;;;76;75;66;75;;55;62;;;;42;72;78;71;84;58;46;;87;;;35;66;;;;72;;;33;;33;;33;50
0;Karsten Fischer;VfL Wolfsbourg;8 Octobre 2004 ;186 cm;78 kg;Droit;20;;;57;50;65;68;;40;40;;;;40;54;64;63;63;58;64;;70;;;78;66;;;;58;;;25;;25;;25;56
0;Tomislav Maric;VfL Wolfsbourg;8 Octobre 2004 ;181 cm;78 kg;Droit;31;;;67;68;23;49;;85;73;;;;57;52;68;58;78;69;74;;80;;;74;79;;;;76;;;34;;22;;29;73
0;Hans Sarpei;VfL Wolfsbourg;8 Octobre 2004 ;178 cm;68 kg;Droit;28;;;74;67;82;81;;69;60;;;;50;73;79;78;81;74;73;;82;;;68;73;;;;61;;;26;;26;;24;64
0;Maik Franz;VfL Wolfsbourg;8 Octobre 2004 ;190 cm;87 kg;Droit;23;;;57;38;80;78;;70;68;;;;54;35;60;67;65;75;86;;78;;;85;71;;;;49;;;36;;34;;31;60
0;Roy Präger;VfL Wolfsbourg;8 Octobre 2004 ;178 cm;68 kg;Droit;33;;;69;68;34;50;;56;69;;;;57;73;70;57;77;68;64;;80;;;60;74;;;;79;;;21;;20;;36;62
0;Cedric Makiadi;VfL Wolfsbourg;8 Octobre 2004 ;178 cm;75 kg;Droit;20;;;72;65;30;42;;56;55;;;;59;68;63;51;82;61;61;;80;;;41;62;;;;67;;;27;;30;;36;64
0;Christian Ritter;VfL Wolfsbourg;8 Octobre 2004 ;178 cm;72 kg;Gauche;20;;;65;69;23;37;;51;68;;;;50;55;35;54;72;62;59;;77;;;64;65;;;;72;;;21;;21;;29;56
0;Frank Rost;Schalke 04;8 Octobre 2004 ;194 cm;90 kg;Droit;31;;;25;28;23;31;;82;76;;;;72;30;36;35;56;53;70;;62;;;27;45;;;;42;;;82;;83;;80;58
0;Niels Oude Kamphuis;Schalke 04;8 Octobre 2004 ;183 cm;80 kg;Droit;26;;;72;67;83;87;;77;70;;;;53;78;78;62;76;79;77;;72;;;72;67;;;;71;;;25;;25;;28;81
0;Marcelo José Bordon;Schalke 04;8 Octobre 2004 ;188 cm;85 kg;Gauche;28;;;78;54;88;88;;72;84;;;;63;48;71;64;67;76;85;;74;;;89;93;;;;81;;;31;;31;;20;91
0;Mladen Krstajic;Schalke 04;8 Octobre 2004 ;191 cm;81 kg;Gauche;30;;;67;49;86;83;;74;68;;;;73;48;66;64;68;76;84;;76;;;87;68;;;;43;;;27;;26;;30;81
0;Levan Kobiashvili;Schalke 04;8 Octobre 2004 ;183 cm;77 kg;Gauche;27;;;83;68;71;71;;77;82;;;;65;77;78;61;78;83;62;;77;;;54;53;;;;69;;;25;;28;;29;68
0;Hamit Altintop;Schalke 04;8 Octobre 2004 ;182 cm;82 kg;Droit;21;;;81;78;43;73;;75;71;;;;80;73;83;70;72;72;78;;72;;;53;85;;;;75;;;25;;28;;25;77
0;Lincoln;Schalke 04;8 Octobre 2004 ;177 cm;69 kg;Droit;25;;;81;78;30;42;;54;77;;;;44;72;79;74;64;69;64;;62;;;43;57;;;;67;;;25;;27;;22;73
0;Christian Poulsen;Schalke 04;8 Octobre 2004 ;182 cm;76 kg;Droit;24;;;74;64;82;84;;82;70;;;;81;72;76;62;72;86;78;;78;;;79;64;;;;71;;;20;;29;;26;84
0;Jörg Böhme;Schalke 04;8 Octobre 2004 ;178 cm;75 kg;Gauche;30;;;77;67;47;53;;78;70;;;;42;87;77;78;58;72;67;;64;;;48;86;;;;87;;;25;;32;;32;79
0;Ebbe Sand;Schalke 04;8 Octobre 2004 ;183 cm;78 kg;Droit;32;;;77;71;37;37;;62;81;;;;84;62;78;57;74;75;86;;79;;;91;82;;;;87;;;36;;22;;35;84
0;Ailton;Schalke 04;8 Octobre 2004 ;177 cm;74 kg;Gauche;31;;;82;84;30;35;;80;77;;;;65;79;77;56;96;76;88;;90;;;67;85;;;;91;;;24;;22;;23;82
0;Sven Vermant;Schalke 04;8 Octobre 2004 ;183 cm;80 kg;Droit;31;;;74;68;58;56;;66;74;;;;65;79;84;69;66;71;82;;74;;;57;63;;;;81;;;29;;25;;36;69
0;Tomasz Waldoch;Schalke 04;8 Octobre 2004 ;187 cm;83 kg;Droit;33;;;62;48;87;84;;68;67;;;;82;43;68;54;57;74;81;;67;;;82;72;;;;57;;;24;;28;;25;81
0;Gerald Asamoah;Schalke 04;8 Octobre 2004 ;180 cm;81 kg;Droit;26;;;76;78;51;57;;77;54;;;;44;72;73;52;81;74;89;;86;;;58;84;;;;62;;;29;;27;;24;88
0;Mike Hanke;Schalke 04;8 Octobre 2004 ;183 cm;75 kg;Droit;20;;;68;69;32;47;;41;68;;;;60;58;57;50;78;64;63;;74;;;77;74;;;;68;;;23;;36;;21;77
0;Christofer Heimeroth;Schalke 04;8 Octobre 2004 ;194 cm;88 kg;Droit;23;;;31;35;36;35;;41;40;;;;64;35;35;24;43;31;61;;46;;;35;45;;;;35;;;79;;67;;54;41
0;Volkan Ünlü;Schalke 04;8 Octobre 2004 ;191 cm;92 kg;Droit;21;;;33;35;22;35;;41;51;;;;41;35;35;24;54;50;57;;57;;;35;35;;;;35;;;55;;56;;66;58
0;Darío Rodríguez;Schalke 04;8 Octobre 2004 ;183 cm;82 kg;Gauche;30;;;58;53;74;68;;71;59;;;;43;56;62;50;66;75;72;;73;;;61;63;;;;42;;;29;;21;;27;78
0;Alexander Baumjohann;Schalke 04;8 Octobre 2004 ;177 cm;73 kg;Droit;17;;;63;62;32;38;;43;61;;;;47;57;48;52;68;55;58;;72;;;41;58;;;;62;;;21;;21;;21;72
0;Michael Delura;Schalke 04;8 Octobre 2004 ;191 cm;86 kg;Droit;19;;;58;65;33;49;;59;57;;;;58;52;63;42;66;64;72;;71;;;74;68;;;;76;;;32;;25;;29;72
0;Thomas Kläsener;Schalke 04;8 Octobre 2004 ;188 cm;78 kg;Droit;28;;;56;41;62;63;;59;55;;;;64;42;46;46;57;64;75;;44;;;69;56;;;;47;;;24;;22;;27;73
0;Fabian Lamotte;Schalke 04;8 Octobre 2004 ;188 cm;80 kg;Droit;21;;;56;46;56;58;;61;43;;;;44;62;49;48;64;48;67;;71;;;71;54;;;;49;;;23;;27;;24;62
0;Christian Pander;Schalke 04;8 Octobre 2004 ;185 cm;79 kg;Gauche;21;;;56;56;62;64;;62;45;;;;42;54;57;47;67;58;63;;77;;;54;67;;;;74;;;22;;25;;28;67
0;Gustavo Varela;Schalke 04;8 Octobre 2004 ;174 cm;72 kg;Droit;26;;;73;67;69;43;;78;62;;;;64;65;72;56;65;76;69;;72;;;46;71;;;;61;;;21;;25;;33;61
0;Christian Petereit;Schalke 04;8 Octobre 2004 ;189 cm;82 kg;Droit;20;;;46;47;58;67;;46;58;;;;48;44;51;52;62;63;71;;65;;;68;63;;;;59;;;22;;25;;24;71
0;Andreas Reinke;Werder Brême;8 Octobre 2004 ;192 cm;95 kg;Droit;35;;;25;35;32;35;;50;40;;;;40;35;35;21;35;40;70;;35;;;35;35;;;;35;;;66;;66;;65;21
0;Ümit;Werder Brême;8 Octobre 2004 ;186 cm;78 kg;Droit;31;;;75;75;50;65;;60;70;;;;63;75;75;70;45;70;60;;45;;;60;55;;;;55;;;21;;35;;32;65
0;Valérien Ismaël;Werder Brême;8 Octobre 2004 ;191 cm;81 kg;Droit;29;;;67;40;85;90;;75;77;;;;70;50;64;76;75;75;85;;75;;;93;78;;;;60;;;23;;31;;26;70
0;Frank Fahrenhorst;Werder Brême;8 Octobre 2004 ;190 cm;86 kg;Droit;27;;;65;40;80;85;;74;74;;;;63;40;52;62;56;76;85;;70;;;93;61;;;;45;;;21;;35;;21;74
0;Gustavo Nery;Werder Brême;8 Octobre 2004 ;184 cm;80 kg;Gauche;27;;;77;74;65;75;;64;76;;;;75;89;85;73;85;81;71;;81;;;75;75;;;;77;;;25;;33;;33;81
0;Frank Baumann;Werder Brême;8 Octobre 2004 ;187 cm;81 kg;Droit;28;;;80;60;84;89;;75;77;;;;79;55;79;67;70;93;85;;73;;;90;62;;;;65;;;30;;21;;26;80
0;Tim Borowski;Werder Brême;8 Octobre 2004 ;194 cm;84 kg;Droit;24;;;77;74;54;70;;63;76;;;;70;65;82;74;65;80;83;;69;;;80;78;;;;78;;;21;;32;;33;78
0;Fabian Ernst;Werder Brême;8 Octobre 2004 ;183 cm;80 kg;Gauche;25;;;85;69;75;85;;81;73;;;;75;70;87;82;71;90;76;;74;;;69;69;;;;67;;;31;;28;;25;79
0;Johan Micoud;Werder Brême;8 Octobre 2004 ;188 cm;80 kg;Droit;31;;;88;77;31;58;;70;80;;;;83;80;90;86;67;80;84;;73;;;56;65;;;;85;;;21;;35;;32;89
0;Miroslav Klose;Werder Brême;8 Octobre 2004 ;183 cm;74 kg;Droit;26;;;79;79;36;60;;75;77;;;;75;74;77;65;81;92;82;;84;;;93;82;;;;82;;;30;;32;;28;94
0;Ivan Klasnic;Werder Brême;8 Octobre 2004 ;186 cm;79 kg;Gauche;24;;;77;77;45;46;;60;69;;;;65;71;74;55;75;75;70;;75;;;70;80;;;;80;;;26;;32;;33;75
0;Angelos Charisteas;Werder Brême;8 Octobre 2004 ;191 cm;82 kg;Droit;24;;;82;73;37;53;;68;73;;;;82;64;70;52;82;90;81;;87;;;91;80;;;;83;;;25;;20;;28;80
